block_raw,block_matched,row_number,side,structure,variety_raw,variety_matched,variety_id,rootstock_raw,rootstock_matched,rootstock_id,planting_year,tree_count,length_m,area_m2
ROB DWARF PL,Dwarf Pink Lady,26,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,87,147,661.5
ROB DWARF PL,Dwarf Pink Lady,27,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,87,147,661.5
ROB DWARF PL,Dwarf Pink Lady,28,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,87,147,661.5
ROB DWARF PL,Dwarf Pink Lady,29,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,87,147,661.5
ROB DWARF PL,Dwarf Pink Lady,30,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,87,147,661.5
ROB DWARF PL,Dwarf Pink Lady,31,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,87,147,661.5
ROB DWARF PL,Dwarf Pink Lady,32,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,83,142.7,642.15
ROB DWARF PL,Dwarf Pink Lady,33,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,69,129.2,581.4
ROB DWARF PL,Dwarf Pink Lady,34,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,51,109.2,491.4
ROB DWARF PL,Dwarf Pink Lady,35,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,41,84,378
ROB DWARF PL,Dwarf Pink Lady,36,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,29,49.3,221.85
ROB DWARF PL,Dwarf Pink Lady,37,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/M26,MM.109/MM.26,9b7e2175-9fb0-4fbc-ad28-1b1bac3d7cc0,2004,16,27,121.5
S/Shed,Spray Shed Gala,1,,PORTION,Gala,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,338,175.76,878.8
S/Shed,Spray Shed Gala,2,,PORTION,Gala,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,330,171.6,858
S/Shed,Spray Shed Gala,2,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,9,18,90
S/Shed,Spray Shed Pink Lady,3,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,74,184.26,921.3
S/Shed,Spray Shed Pink Lady,3,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,12,24,120
S/Shed,Spray Shed Pink Lady,4,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,71,176.79,883.95
S/Shed,Spray Shed Pink Lady,4,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,22,44,220
S/Shed,Spray Shed Sundowner,5,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,86,172,860
S/Shed,Spray Shed Sundowner,5,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,22,44,220
S/Shed,Spray Shed Sundowner,6,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,84,168,840
S/Shed,Spray Shed Sundowner,6,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,23,46,230
S/Shed,Spray Shed Pink Lady,7,,PORTION,06 P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,2006,104,215,1075
S/Shed,Spray Shed Pink Lady,8,,PORTION,06 P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,2006,102,215,1075
S/Shed,Spray Shed Pink Lady,9,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,65,161.85,809.25
S/Shed,Spray Shed Pink Lady,9,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,22,44,220
S/Shed,Spray Shed Pink Lady,10,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,70,174.3,871.5
S/Shed,Spray Shed Pink Lady,10,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,22,44,220
S/Shed,Spray Shed Sundowner,11,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,87,174,870
S/Shed,Spray Shed Sundowner,11,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,22,44,220
S/Shed,Spray Shed Sundowner,12,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,83,166,830
S/Shed,Spray Shed Sundowner,12,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,22,44,220
S/Shed,Spray Shed Pink Lady,13,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,60,149.4,747
S/Shed,Spray Shed Pink Lady,13,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1997,22,44,220
S/Shed,Spray Shed Pink Lady,14,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,164.34,821.7
S/Shed,Spray Shed Sundowner,15,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,81,162,810
S/Shed,Spray Shed Sundowner,16,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,83,166,830
S/Shed,Spray Shed Pink Lady,17,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,164.34,821.7
S/Shed,Spray Shed Pink Lady,18,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,164.34,821.7
S/Shed,Spray Shed Sundowner,19,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,83,166,830
S/Shed,Spray Shed Sundowner,20,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,63,126,630
S/Shed,Spray Shed Pink Lady,21,,PORTION,06 P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,2006,39,80,400
S/Shed,Spray Shed Pink Lady,22,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,16,39.84,199.2
S/Shed,Spray Shed Pink Lady,23,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,11,27.39,136.95
STK- Pink Belle,Pink Belle,1,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/spur P/L,MM.109/SpurPL,7205a485-b1c6-42fe-ba7a-d6736cfddab9,2011,123,145,536.5
STK- Pink Belle,Pink Belle,2,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/spur P/L,MM.109/SpurPL,7205a485-b1c6-42fe-ba7a-d6736cfddab9,2011,135,147,543.9
STK- Pink Belle,Pink Belle,3,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/spur P/L,MM.109/SpurPL,7205a485-b1c6-42fe-ba7a-d6736cfddab9,2011,146,152,562.4
STK- Pink Belle,Pink Belle,4,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/spur P/L,MM.109/SpurPL,7205a485-b1c6-42fe-ba7a-d6736cfddab9,2011,146,158,584.6
STK- Pink Belle,Pink Belle,5,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/spur P/L,MM.109/SpurPL,7205a485-b1c6-42fe-ba7a-d6736cfddab9,2011,147,160,592
STK- Pink Belle,Pink Belle,6,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/spur P/L,MM.109/SpurPL,7205a485-b1c6-42fe-ba7a-d6736cfddab9,2011,149,163,603.1
STK- Pink Belle,Pink Belle,7,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/spur P/L,MM.109/SpurPL,7205a485-b1c6-42fe-ba7a-d6736cfddab9,2011,152,165,610.5
STK- Pink Belle,Pink Belle,8,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109/spur P/L,MM.109/SpurPL,7205a485-b1c6-42fe-ba7a-d6736cfddab9,2011,149,164,606.8
Smll/Dam,Spray Shed Gala,1,,PORTION,Gala,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,216,110.16,550.8
Smll/Dam,Spray Shed Gala,2,,PORTION,Gala,Royal Gala,e54d8970-cb51-4768-8395-f2c4eeabb057,104,MM.104,aaad9070-e35e-41e4-aa2d-5955c6db065a,2017,190,100.7,503.5
Smll/Dam,Spray Shed Gala,2,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,8,23.2,116
Smll/Dam,Spray Shed Pink Lady,3,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Pink Lady,4,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Sundowner,5,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,132,660
Smll/Dam,Spray Shed Sundowner,6,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,132,660
Smll/Dam,Spray Shed Pink Lady,7,,PORTION,06 P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,2006,58,132,660
Smll/Dam,Spray Shed Pink Lady,8,,PORTION,06 P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,2006,60,132,660
Smll/Dam,Spray Shed Pink Lady,9,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Pink Lady,10,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Sundowner,11,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,133,665
Smll/Dam,Spray Shed Sundowner,12,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,132,660
Smll/Dam,Spray Shed Pink Lady,13,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Pink Lady,14,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Sundowner,15,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,132,660
Smll/Dam,Spray Shed Sundowner,16,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,132,660
Smll/Dam,Spray Shed Pink Lady,17,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Pink Lady,18,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Sundowner,19,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,132,660
Smll/Dam,Spray Shed Sundowner,20,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,66,132,660
Smll/Dam,Spray Shed Pink Lady,21,,PORTION,06 P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,2006,63,132,660
Smll/Dam,Spray Shed Pink Lady,22,,PORTION,06 P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,106,MM.106,070af645-e78b-4e4a-923c-6d2f8b16d174,2006,61,132,660
Smll/Dam,Spray Shed Pink Lady,23,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,53,132,660
Smll/Dam,Spray Shed Pink Lady,24,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,30,75,375
Smll/Dam,Spray Shed Pink Lady,24,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,28,56,280
Smll/Dam,Spray Shed Sundowner,25,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,64,129,645
Smll/Dam,Spray Shed Sundowner,26,,PORTION,S/D,Sundowner,7a29a55f-0e93-4bc7-8c24-777829d31236,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,65,130,650
Smll/Dam,Spray Shed Pink Lady,27,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,38,95,475
Smll/Dam,Spray Shed Pink Lady,28,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,39,98,490
Smll/Dam,Spray Shed Pink Lady,29,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,26,65,325
Smll/Dam,Spray Shed Pink Lady,30,,PORTION,P/L,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,109,MM.109,cff3de27-0bde-4a1d-879c-6ccc107111e3,1990,16,40,200
Stk Yd GS,Stockyard Granny Smiths,23,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,219,219,657
Stk Yd GS,Stockyard Granny Smiths,24,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,219,219,657
Stk Yd GS,Stockyard Granny Smiths,25,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,217,217,651
Stk Yd GS,Stockyard Granny Smiths,26,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,215,215,645
Stk Yd GS,Stockyard Granny Smiths,27,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,214,214,642
Stk Yd GS,Stockyard Granny Smiths,28,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,213,213,639
Stk Yd GS,Stockyard Granny Smiths,29,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,213,213,639
Stk Yd GS,Stockyard Granny Smiths,30,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,213,213,639
Stk Yd GS,Stockyard Granny Smiths,31,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,210,210,630
Stk Yd GS,Stockyard Granny Smiths,32,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,208,208,624
Stk Yd GS,Stockyard Granny Smiths,33,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,206,206,618
Stk Yd GS,Stockyard Granny Smiths,34,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M9,M.9,2ca32828-8084-4f05-82ad-9d90707c4962,2023,204,204,612
Stk Yd GS,Stockyard Granny Smiths,35,,PORTION,Granny Smith,Granny Smith,c12ba571-815f-4c41-afae-57d07475c392,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2023,200,200,600
Stk Yd LIR,Stockyard Pink Lady,1,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,134,134,402
Stk Yd LIR,Stockyard Pink Lady,2,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,136,136,408
Stk Yd LIR,Stockyard Pink Lady,3,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,141,141,423
Stk Yd LIR,Stockyard Pink Lady,4,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,145,145,435
Stk Yd LIR,Stockyard Pink Lady,5,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,149,149,447
Stk Yd LIR,Stockyard Pink Lady,6,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,153,153,459
Stk Yd LIR,Stockyard Pink Lady,7,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,156,156,468
Stk Yd LIR,Stockyard Pink Lady,8,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,161,161,483
Stk Yd LIR,Stockyard Pink Lady,9,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,165,165,495
Stk Yd LIR,Stockyard Pink Lady,10,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,169,169,507
Stk Yd LIR,Stockyard Pink Lady,11,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,172,172,516
Stk Yd LIR,Stockyard Pink Lady,12,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,177,177,531
Stk Yd LIR,Stockyard Pink Lady,13,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,181,181,543
Stk Yd LIR,Stockyard Pink Lady,14,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,185,185,555
Stk Yd LIR,Stockyard Pink Lady,15,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,188,188,564
Stk Yd LIR,Stockyard Pink Lady,16,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,195,195,585
Stk Yd LIR,Stockyard Pink Lady,17,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,197,197,591
Stk Yd LIR,Stockyard Pink Lady,18,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,201,201,603
Stk Yd LIR,Stockyard Pink Lady,19,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,204,204,612
Stk Yd LIR,Stockyard Pink Lady,20,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,209,209,627
Stk Yd LIR,Stockyard Pink Lady,21,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,M26,M.26,0a32306b-5e22-4a0c-aa81-043f730f05ad,2022,179,179,537
Stk Yd LIR,Stockyard Pink Lady,21,,PORTION,Lady In Red,Pink Lady,23ee67fb-37d2-442b-ab9d-d9ddeaa4b7d8,JM7,JM.7,643d679b-90ae-4e9c-9d48-cd6d98fd0bf0,2022,34,34,102
