block_raw,block_matched,block_id,row_number,side,row_length_m,row_width_m,structure
Stk Yd GS,Stockyard Granny Smiths,1c4a678f-3234-42cf-a1d6-dfa1af5ef567,30,,213,3,PORTION
Stk Yd GS,Stockyard Granny Smiths,1c4a678f-3234-42cf-a1d6-dfa1af5ef567,31,,210,3,PORTION
Stk Yd GS,Stockyard Granny Smiths,1c4a678f-3234-42cf-a1d6-dfa1af5ef567,32,,208,3,PORTION
Stk Yd GS,Stockyard Granny Smiths,1c4a678f-3234-42cf-a1d6-dfa1af5ef567,33,,206,3,PORTION
Stk Yd GS,Stockyard Granny Smiths,1c4a678f-3234-42cf-a1d6-dfa1af5ef567,34,,204,3,PORTION
Stk Yd GS,Stockyard Granny Smiths,1c4a678f-3234-42cf-a1d6-dfa1af5ef567,35,,200,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,1,,134,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,2,,136,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,3,,141,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,4,,145,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,5,,149,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,6,,153,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,7,,156,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,8,,161,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,9,,165,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,10,,169,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,11,,172,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,12,,177,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,13,,181,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,14,,185,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,15,,188,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,16,,195,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,17,,197,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,18,,201,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,19,,204,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,20,,209,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,21,,213,3,PORTION
Stk Yd LIR,Stockyard Pink Lady,93e289dc-0533-4777-9385-23b3850c0e10,22,,216,3,PORTION
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,1,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,1,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,2,N,156,2.25,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,2,N,47,2.25,SIDE
WB-G-GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,2,N,203,2.25,SIDE
WB-G-GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,3,N,203,2.25,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,3,N,156,2.25,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,3,N,47,2.25,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,4,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,4,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,5,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,5,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,6,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,6,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,7,N,156,2.25,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,7,N,47,2.25,SIDE
WB-G-GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,7,N,203,2.25,SIDE
WB-G-GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,8,N,203,2.25,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,8,N,156,2.25,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,8,N,47,2.25,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,9,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,9,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,10,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,10,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,11,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,11,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,12,N,156,2.25,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,12,N,47,2.25,SIDE
WB-G-GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,12,N,203,2.25,SIDE
WB-G-GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,13,N,203,2.25,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,13,N,156,2.25,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,13,N,47,2.25,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,14,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,14,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,15,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,15,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,16,N,156,4.5,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,16,N,47,4.5,SIDE
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,17,N,156,2.25,SIDE
WB-G-GS,Wisharts Gala,a4f0744d-6092-4208-93cb-a3b076d77be4,17,N,47,2.25,SIDE
WB-G-GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,17,N,203,2.25,SIDE
WB-G-GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,18,,74.5,4.5,PORTION
WB-G-GS,Wisharts Bravo,0fa87787-3fcc-4bf5-b948-6585e8c6fb39,19,,68.8,4.5,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,1,,205.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,2,,205.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,3,,205.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,4,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,5,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,6,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,7,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,8,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,9,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,10,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,11,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,12,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,13,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,14,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Granny Smith,bfbda95c-f9d1-4eb0-b570-a28a15076762,15,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,16,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,17,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,18,,204.5,5.1,PORTION
WIS PL/GS,Wisharts Pink Lady,de82fd39-e43a-4cb2-9797-b4bd1f0af5ab,19,,204.5,5.1,PORTION
